ald_idx,name,smiles_raw,InChIKey,cho_class,xtb_risk,smiles_canonical,scaffold,scaffold_split_legacy,computable
431,3-nitro-4-pyrrolidin-1-ylbenzaldehyde,C1CCN(C1)C2=C(C=C(C=C2)C=O)[N+](=O)[O-],AONHBESCCBXPAD-UHFFFAOYSA-N,aromatic_carbo,nitro,O=Cc1ccc(N2CCCC2)c([N+](=O)[O-])c1,c1ccc(N2CCCC2)cc1,train,
432,"6-methoxy-1,3-benzodioxole-5-carbaldehyde",COC1=CC2=C(C=C1C=O)OCO2,NCIYDDIPUGCVKX-UHFFFAOYSA-N,aromatic_carbo,,COc1cc2c(cc1C=O)OCO2,c1ccc2c(c1)OCO2,train,
433,ethyl 4-(5-formylfuran-2-yl)benzoate,CCOC(=O)C1=CC=C(C=C1)C2=CC=C(O2)C=O,UWLKFGFYBKJASW-UHFFFAOYSA-N,aromatic_hetero,,CCOC(=O)c1ccc(-c2ccc(C=O)o2)cc1,c1ccc(-c2ccco2)cc1,train,
434,2-phenyl-1H-indole-3-carbaldehyde,C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N2)C=O,IFIFXODAHZPTEY-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1c(-c2ccccc2)[nH]c2ccccc12,c1ccc(-c2cc3ccccc3[nH]2)cc1,train,
435,1-[(3-fluorophenyl)methyl]indole-3-carbaldehyde,C1=CC=C2C(=C1)C(=CN2CC3=CC(=CC=C3)F)C=O,LOQNMLHIQHBGJV-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cn(Cc2cccc(F)c2)c2ccccc12,c1ccc(Cn2ccc3ccccc32)cc1,train,
436,6-bromo-2-hydroxynaphthalene-1-carbaldehyde,C1=CC2=C(C=CC(=C2C=O)O)C=C1Br,GSZLSWQEDNSDKG-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1c(O)ccc2cc(Br)ccc12,c1ccc2ccccc2c1,train,
437,2-amino-4-oxochromene-3-carbaldehyde,C1=CC=C2C(=C1)C(=O)C(=C(O2)N)C=O,TVGIYZVZBKAJRR-UHFFFAOYSA-N,aromatic_hetero,,Nc1oc2ccccc2c(=O)c1C=O,O=c1ccoc2ccccc12,train,
438,4-(4-methylpiperazin-1-yl)benzaldehyde,CN1CCN(CC1)C2=CC=C(C=C2)C=O,PFODEVGLOVUVHS-UHFFFAOYSA-N,aromatic_carbo,,CN1CCN(c2ccc(C=O)cc2)CC1,c1ccc(N2CCNCC2)cc1,train,
439,"3-phenyl-2,1-benzoxazole-5-carbaldehyde",C1=CC=C(C=C1)C2=C3C=C(C=CC3=NO2)C=O,HBKIUYNVKNTXMD-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc2noc(-c3ccccc3)c2c1,c1ccc(-c2onc3ccccc23)cc1,train,
440,5-(4-fluorophenyl)furan-2-carbaldehyde,C1=CC(=CC=C1C2=CC=C(O2)C=O)F,CKQKBILGSICMPT-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1ccc(-c2ccc(F)cc2)o1,c1ccc(-c2ccco2)cc1,train,
441,1-phenyltriazole-4-carbaldehyde,C1=CC=C(C=C1)N2C=C(N=N2)C=O,AQBWYVZHTYJMES-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cn(-c2ccccc2)nn1,c1ccc(-n2ccnn2)cc1,train,
442,2-amino-6-fluoro-4-oxochromene-3-carbaldehyde,C1=CC2=C(C=C1F)C(=O)C(=C(O2)N)C=O,XXNARJSQOPJACL-UHFFFAOYSA-N,aromatic_hetero,,Nc1oc2ccc(F)cc2c(=O)c1C=O,O=c1ccoc2ccccc12,train,
443,(3-formylthiophen-2-yl)boronic acid,B(C1=C(C=CS1)C=O)(O)O,HYXMHAHVUFTVFZ-UHFFFAOYSA-N,aromatic_hetero,boron,O=Cc1ccsc1B(O)O,c1ccsc1,train,
444,"1-methyl-3,4-dihydro-2H-quinoline-6-carbaldehyde",CN1CCCC2=C1C=CC(=C2)C=O,XPXZIZIGEKZVMQ-UHFFFAOYSA-N,aromatic_carbo,,CN1CCCc2cc(C=O)ccc21,c1ccc2c(c1)CCCN2,train,
445,5-chloro-2-hydroxy-3-methoxybenzaldehyde,COC1=CC(=CC(=C1O)C=O)Cl,PQKYPMGTDHNSRL-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(Cl)cc(C=O)c1O,c1ccccc1,train,
446,"1H-pyrrolo[2,3-b]pyridine-3-carbaldehyde",C1=CC2=C(NC=C2C=O)N=C1,KAIWRKYDYWYFIT-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1c[nH]c2ncccc12,c1cnc2[nH]ccc2c1,train,
447,tert-butyl N-[(2S)-1-oxo-3-phenylpropan-2-yl]carbamate,CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C=O,ZJTYRNPLVNMVPQ-LBPRGKRZSA-N,aliphatic,,CC(C)(C)OC(=O)N[C@H](C=O)Cc1ccccc1,c1ccccc1,train,
448,tert-butyl N-[(2S)-1-oxopropan-2-yl]carbamate,C[C@@H](C=O)NC(=O)OC(C)(C)C,OEQRZPWMXXJEKU-LURJTMIESA-N,aliphatic,,C[C@@H](C=O)NC(=O)OC(C)(C)C,__no_ring__C[C@@H](C=O)NC(=O)OC(C)(C)C,train,
449,5-bromo-1-benzothiophene-3-carbaldehyde,C1=CC2=C(C=C1Br)C(=CS2)C=O,LQLMHAYNFMAEHI-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1csc2ccc(Br)cc12,c1ccc2sccc2c1,train,
450,1-methylindole-5-carbaldehyde,CN1C=CC2=C1C=CC(=C2)C=O,XIVDZBIBWGQOTI-UHFFFAOYSA-N,aromatic_carbo,,Cn1ccc2cc(C=O)ccc21,c1ccc2[nH]ccc2c1,train,
451,4-(dimethylamino)-2-hydroxybenzaldehyde,CN(C)C1=CC(=C(C=C1)C=O)O,KURCTZNCAHYQOV-UHFFFAOYSA-N,aromatic_carbo,,CN(C)c1ccc(C=O)c(O)c1,c1ccccc1,train,
452,"thieno[2,3-c]pyridine-2-carbaldehyde",C1=CN=CC2=C1C=C(S2)C=O,WVSKUUMKOLSXHM-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cc2ccncc2s1,c1cc2ccsc2cn1,test,
453,5-phenylmethoxy-1H-indole-3-carbaldehyde,C1=CC=C(C=C1)COC2=CC3=C(C=C2)NC=C3C=O,DJGNUBADRQIDNQ-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1c[nH]c2ccc(OCc3ccccc3)cc12,c1ccc(COc2ccc3[nH]ccc3c2)cc1,train,
454,2-chloro-4-hydroxy-5-methoxybenzaldehyde,COC1=C(C=C(C(=C1)C=O)Cl)O,ZOKLABLCKDZYOP-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)c(Cl)cc1O,c1ccccc1,train,
455,"2,6-dinitrobenzaldehyde",C1=CC(=C(C(=C1)[N+](=O)[O-])C=O)[N+](=O)[O-],WHFZQNNDIJKLIO-UHFFFAOYSA-N,aromatic_carbo,nitro,O=Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],c1ccccc1,train,
456,"2,3,4,5,6-pentafluorobenzaldehyde",C(=O)C1=C(C(=C(C(=C1F)F)F)F)F,QJXCFMJTJYCLFG-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1c(F)c(F)c(F)c(F)c1F,c1ccccc1,train,
457,"2-hydroxy-4,6-dimethoxybenzaldehyde",COC1=CC(=C(C(=C1)OC)C=O)O,FQRQWPNYJOFDLO-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(O)c(C=O)c(OC)c1,c1ccccc1,train,
458,5-nitrothiophene-2-carbaldehyde,C1=C(SC(=C1)[N+](=O)[O-])C=O,CHTSWZNXEKOLPM-UHFFFAOYSA-N,aromatic_hetero,nitro,O=Cc1ccc([N+](=O)[O-])s1,c1ccsc1,train,
459,9-ethylcarbazole-3-carbaldehyde,CCN1C2=C(C=C(C=C2)C=O)C3=CC=CC=C31,QGJXVBICNCIWEL-UHFFFAOYSA-N,aromatic_carbo,,CCn1c2ccccc2c2cc(C=O)ccc21,c1ccc2c(c1)[nH]c1ccccc12,train,
460,pyrene-1-carbaldehyde,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)C=O,RCYFOPUXRMOLQM-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc2ccc3cccc4ccc1c2c34,c1cc2ccc3cccc4ccc(c1)c2c34,train,
461,5-phenyl-1H-pyrazole-4-carbaldehyde,C1=CC=C(C=C1)C2=C(C=NN2)C=O,OCCFXKQCKSLEII-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cn[nH]c1-c1ccccc1,c1ccc(-c2ccn[nH]2)cc1,train,
462,(2-formylphenyl)boronic acid,B(C1=CC=CC=C1C=O)(O)O,DGUWACLYDSWXRZ-UHFFFAOYSA-N,aromatic_carbo,boron,O=Cc1ccccc1B(O)O,c1ccccc1,train,
463,4-hydroxynaphthalene-1-carbaldehyde,C1=CC=C2C(=C1)C(=CC=C2O)C=O,LORPDGZOLAPNHP-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(O)c2ccccc12,c1ccc2ccccc2c1,train,
464,6-chloro-4-oxochromene-3-carbaldehyde,C1=CC2=C(C=C1Cl)C(=O)C(=CO2)C=O,LIGLNCRTMDRUAO-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1coc2ccc(Cl)cc2c1=O,O=c1ccoc2ccccc12,train,
465,"1,3-diphenylpyrazole-4-carbaldehyde",C1=CC=C(C=C1)C2=NN(C=C2C=O)C3=CC=CC=C3,LZGBMIZREYTWRI-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cn(-c2ccccc2)nc1-c1ccccc1,c1ccc(-c2ccn(-c3ccccc3)n2)cc1,train,
466,5-bromo-2-hydroxy-3-nitrobenzaldehyde,C1=C(C=C(C(=C1C=O)O)[N+](=O)[O-])Br,YEYPSUQQZNDKDE-UHFFFAOYSA-N,aromatic_carbo,nitro,O=Cc1cc(Br)cc([N+](=O)[O-])c1O,c1ccccc1,train,
467,"3,5-ditert-butyl-2-hydroxybenzaldehyde",CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C=O,RRIQVLZDOZPJTH-UHFFFAOYSA-N,aromatic_carbo,,CC(C)(C)c1cc(C=O)c(O)c(C(C)(C)C)c1,c1ccccc1,train,
468,6-methyl-4-oxochromene-3-carbaldehyde,CC1=CC2=C(C=C1)OC=C(C2=O)C=O,GBWMIOYSMWCYIZ-UHFFFAOYSA-N,aromatic_hetero,,Cc1ccc2occ(C=O)c(=O)c2c1,O=c1ccoc2ccccc12,train,
469,5-fluoro-1-methylindole-3-carbaldehyde,CN1C=C(C2=C1C=CC(=C2)F)C=O,ZBZJEWSFESAGMQ-UHFFFAOYSA-N,aromatic_hetero,,Cn1cc(C=O)c2cc(F)ccc21,c1ccc2[nH]ccc2c1,train,
470,6-methoxy-1-methylindole-3-carbaldehyde,CN1C=C(C2=C1C=C(C=C2)OC)C=O,WRHNJAIUBFJMEM-UHFFFAOYSA-N,aromatic_hetero,,COc1ccc2c(C=O)cn(C)c2c1,c1ccc2[nH]ccc2c1,train,
471,1H-indole-6-carbaldehyde,C1=CC(=CC2=C1C=CN2)C=O,VSPBWOAEHQDXRD-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc2cc[nH]c2c1,c1ccc2[nH]ccc2c1,train,
472,2-chloro-6-fluorobenzaldehyde,C1=CC(=C(C(=C1)Cl)C=O)F,OACPOWYLLGHGCR-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1c(F)cccc1Cl,c1ccccc1,train,
473,5-bromo-2-hydroxybenzaldehyde,C1=CC(=C(C=C1Br)C=O)O,MKKSTJKBKNCMRV-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc(Br)ccc1O,c1ccccc1,train,
474,4-chloro-3-nitrobenzaldehyde,C1=CC(=C(C=C1C=O)[N+](=O)[O-])Cl,HETBKLHJEWXWBM-UHFFFAOYSA-N,aromatic_carbo,nitro,O=Cc1ccc(Cl)c([N+](=O)[O-])c1,c1ccccc1,train,
475,6-bromo-1H-indole-3-carbaldehyde,C1=CC2=C(C=C1Br)NC=C2C=O,WCCLQCBKBPTODV-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1c[nH]c2cc(Br)ccc12,c1ccc2[nH]ccc2c1,train,
476,3-hydroxy-5-methoxybenzaldehyde,COC1=CC(=CC(=C1)O)C=O,FGQOOHJZONJGDT-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(O)cc(C=O)c1,c1ccccc1,train,
477,"2,3-dichlorobenzaldehyde",C1=CC(=C(C(=C1)Cl)Cl)C=O,LLMLNAVBOAMOEE-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cccc(Cl)c1Cl,c1ccccc1,train,
478,3-(4-methylphenyl)propanal,CC1=CC=C(C=C1)CCC=O,ABGZWIFTZXUDGF-UHFFFAOYSA-N,aliphatic,,Cc1ccc(CCC=O)cc1,c1ccccc1,train,
479,3-fluorobenzaldehyde,C1=CC(=CC(=C1)F)C=O,PIKNVEVCWAAOMJ-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cccc(F)c1,c1ccccc1,train,
480,2-hydroxy-5-methylbenzaldehyde,CC1=CC(=C(C=C1)O)C=O,ILEIUTCVWLYZOM-UHFFFAOYSA-N,aromatic_carbo,,Cc1ccc(O)c(C=O)c1,c1ccccc1,train,
481,5-formyl-2-hydroxybenzoic acid,C1=CC(=C(C=C1C=O)C(=O)O)O,UTCFOFWMEPQCSR-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(O)c(C(=O)O)c1,c1ccccc1,train,
482,N-(4-formylphenyl)acetamide,CC(=O)NC1=CC=C(C=C1)C=O,SKLUWKYNZNXSLX-UHFFFAOYSA-N,aromatic_carbo,,CC(=O)Nc1ccc(C=O)cc1,c1ccccc1,train,
483,"3,4-diethoxybenzaldehyde",CCOC1=C(C=C(C=C1)C=O)OCC,SSTRYEXQYQGGAS-UHFFFAOYSA-N,aromatic_carbo,,CCOc1ccc(C=O)cc1OCC,c1ccccc1,train,
484,"2,3,4-trimethoxybenzaldehyde",COC1=C(C(=C(C=C1)C=O)OC)OC,UCTUXUGXIFRVGX-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc(C=O)c(OC)c1OC,c1ccccc1,train,
485,"2-hydroxy-3,5-dinitrobenzaldehyde",C1=C(C=C(C(=C1C=O)O)[N+](=O)[O-])[N+](=O)[O-],FLJXIBHYDIMYRS-UHFFFAOYSA-N,aromatic_carbo,nitro,O=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,c1ccccc1,train,
486,4-phenylmethoxybenzaldehyde,C1=CC=C(C=C1)COC2=CC=C(C=C2)C=O,ZVTWZSXLLMNMQC-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(OCc2ccccc2)cc1,c1ccc(COc2ccccc2)cc1,train,
487,4-hydroxy-3-iodo-5-methoxybenzaldehyde,COC1=C(C(=CC(=C1)C=O)I)O,FBBCSYADXYILEH-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)cc(I)c1O,c1ccccc1,train,
488,2-bromobenzaldehyde,C1=CC=C(C(=C1)C=O)Br,NDOPHXWIAZIXPR-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccccc1Br,c1ccccc1,train,
489,4-hydroxy-3-methoxy-5-nitrobenzaldehyde,COC1=CC(=CC(=C1O)[N+](=O)[O-])C=O,ZEHYRTJBFMZHCY-UHFFFAOYSA-N,aromatic_carbo,nitro,COc1cc(C=O)cc([N+](=O)[O-])c1O,c1ccccc1,train,
490,"3,5,6-trimethylcyclohex-3-ene-1-carbaldehyde",CC1C=C(CC(C1C)C=O)C,DEMWVPUIZCCHPT-UHFFFAOYSA-N,aliphatic,,CC1=CC(C)C(C)C(C=O)C1,C1=CCCCC1,train,
491,cyclopropanecarbaldehyde,C1CC1C=O,JMYVMOUINOAAPA-UHFFFAOYSA-N,aliphatic,,O=CC1CC1,C1CC1,train,
492,"3,5-dibromo-4-hydroxybenzaldehyde",C1=C(C=C(C(=C1Br)O)Br)C=O,SXRHGLQCOLNZPT-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc(Br)c(O)c(Br)c1,c1ccccc1,train,
493,3-methylpentanal,CCC(C)CC=O,YJWJGLQYQJGEEP-UHFFFAOYSA-N,aliphatic,,CCC(C)CC=O,__no_ring__CCC(C)CC=O,test,
494,"2,4,6-trimethoxybenzaldehyde",COC1=CC(=C(C(=C1)OC)C=O)OC,CRBZVDLXAIFERF-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(OC)c(C=O)c(OC)c1,c1ccccc1,train,
495,3-bromo-4-hydroxybenzaldehyde,C1=CC(=C(C=C1C=O)Br)O,UOTMHAOCAJROQF-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(O)c(Br)c1,c1ccccc1,train,
496,"3,5-dimethoxybenzaldehyde",COC1=CC(=CC(=C1)C=O)OC,VFZRZRDOXPRTSC-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)cc(OC)c1,c1ccccc1,train,
497,"3-bromo-4,5-dihydroxybenzaldehyde",C1=C(C=C(C(=C1O)O)Br)C=O,GVSGSHGXUXLQNS-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc(O)c(O)c(Br)c1,c1ccccc1,train,
498,2-methyl-3-phenylpropanal,CC(CC1=CC=CC=C1)C=O,HEPHYCJJLAUKSB-UHFFFAOYSA-N,aliphatic,,CC(C=O)Cc1ccccc1,c1ccccc1,train,
499,3-bromo-4-methoxybenzaldehyde,COC1=C(C=C(C=C1)C=O)Br,QMPNFQLVIGPNEI-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc(C=O)cc1Br,c1ccccc1,train,
500,"2,2,4-trimethylcyclohex-3-ene-1-carbaldehyde",CC1=CC(C(CC1)C=O)(C)C,FDSNFOIVNIUNDP-UHFFFAOYSA-N,aliphatic,,CC1=CC(C)(C)C(C=O)CC1,C1=CCCCC1,train,
501,3-(3-tert-butylphenyl)-2-methylpropanal,CC(CC1=CC(=CC=C1)C(C)(C)C)C=O,GLZRHVTZLDNUQP-UHFFFAOYSA-N,aliphatic,,CC(C=O)Cc1cccc(C(C)(C)C)c1,c1ccccc1,train,
502,2-oxoethylphosphonic acid,C(C=O)P(=O)(O)O,YEMKIGUKNDOZEG-UHFFFAOYSA-N,aliphatic,phosphorus,O=CCP(=O)(O)O,__no_ring__C(C=O)P(=O)(O)O,test,
503,(Z)-non-3-enal,CCCCC/C=C\CC=O,YXEAENVLZOODMT-SREVYHEPSA-N,aliphatic,,CCCCC/C=C\CC=O,__no_ring__CCCCC/C=C\CC=O,validation,
504,3-aminopropanal,C(CN)C=O,PCXDJQZLDDHMGX-UHFFFAOYSA-N,aliphatic,,NCCC=O,__no_ring__C(CN)C=O,validation,
505,3-oxopropanoic acid,C(C=O)C(=O)O,OAKURXIZZOAYBC-UHFFFAOYSA-N,aliphatic,,O=CCC(=O)O,__no_ring__C(C=O)C(=O)O,validation,
506,2-(1H-imidazol-5-yl)acetaldehyde,C1=C(NC=N1)CC=O,MQSRGWNVEZRLDK-UHFFFAOYSA-N,aliphatic,,O=CCc1cnc[nH]1,c1c[nH]cn1,train,
507,"2-(3,4-dihydroxyphenyl)-2-hydroxyacetaldehyde",C1=CC(=C(C=C1C(C=O)O)O)O,YUGMCLJIWGEKCK-UHFFFAOYSA-N,aliphatic,,O=CC(O)c1ccc(O)c(O)c1,c1ccccc1,train,
508,(2S)-2-acetamido-5-oxopentanoic acid,CC(=O)N[C@@H](CCC=O)C(=O)O,BCPSFKBPHHBDAI-LURJTMIESA-N,aliphatic,,CC(=O)N[C@@H](CCC=O)C(=O)O,__no_ring__CC(=O)N[C@@H](CCC=O)C(=O)O,train,
509,(2S)-2-hydroxypropanal,C[C@@H](C=O)O,BSABBBMNWQWLLU-VKHMYHEASA-N,aliphatic,,C[C@H](O)C=O,__no_ring__C[C@@H](C=O)O,train,
510,N-(4-oxobutyl)acetamide,CC(=O)NCCCC=O,DDSLGZOYEPKPSJ-UHFFFAOYSA-N,aliphatic,,CC(=O)NCCCC=O,__no_ring__CC(=O)NCCCC=O,validation,
511,"3-(3,5-ditert-butyl-4-hydroxyphenyl)-2,2-dimethylpropanal",CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC(C)(C)C=O,XGWATTXMMMANFJ-UHFFFAOYSA-N,aliphatic,,CC(C)(C=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,c1ccccc1,train,
512,benzyl N-[(2S)-4-methyl-1-[[(2S)-4-methyl-1-oxo-1-[[(2S)-1-oxopentan-2-yl]amino]pentan-2-yl]amino]-1-oxopentan-2-yl]carbamate,CCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,QEJRGURBLQWEOU-FKBYEOEOSA-N,aliphatic,,CCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,c1ccccc1,train,
513,"2,4-dihydroxy-3,6-dimethylbenzaldehyde",CC1=CC(=C(C(=C1C=O)O)C)O,XOAAGSCMGLMPKG-UHFFFAOYSA-N,aromatic_carbo,,Cc1cc(O)c(C)c(O)c1C=O,c1ccccc1,train,
514,"[(2R,3R,4R)-2,3,4-trihydroxy-5-oxopentyl] dihydrogen phosphate",C([C@H]([C@H]([C@H](C=O)O)O)O)OP(=O)(O)O,PPQRONHOSHZGFQ-LMVFSUKVSA-N,aliphatic,phosphorus,O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,__no_ring__C([C@H]([C@H]([C@H](C=O)O)O)O)OP(=O)(O)O,validation,
515,"[(2R,3R,4S,5R)-2,3,4,5-tetrahydroxy-6-oxohexyl] dihydrogen phosphate",C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)OP(=O)(O)O,VFRROHXSMXFLSN-SLPGGIOYSA-N,aliphatic,phosphorus,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,__no_ring__C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)OP(=O)(O)O,validation,
516,"2,8-dihydroxy-3-methoxy-6-methyl-4-propan-2-ylnaphthalene-1-carbaldehyde",CC1=CC2=C(C(=C1)O)C(=C(C(=C2C(C)C)OC)O)C=O,XOXRFBVTHNRDNY-UHFFFAOYSA-N,aromatic_carbo,,COc1c(O)c(C=O)c2c(O)cc(C)cc2c1C(C)C,c1ccc2ccccc2c1,train,
517,"6-methyl-9-methylidene-2-oxo-7,8-dihydroazuleno[4,5-b]furan-3-carbaldehyde",CC1=C2CCC(=C)C2=C3C(=C(C(=O)O3)C=O)C=C1,PATCUDSVUMFCMB-UHFFFAOYSA-N,aromatic_hetero,,C=C1CCc2c(C)ccc3c(C=O)c(=O)oc-3c21,C=C1CCc2cccc3cc(=O)oc-3c21,test,
518,"2,3,4-trihydroxy-6-methyl-5-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienyl]benzaldehyde",CC1=C(C(=C(C(=C1C=O)O)O)O)C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,XQTQSUUULVXJPG-JTCWOHKRSA-N,aromatic_carbo,,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(C)c(C=O)c(O)c(O)c1O,c1ccccc1,train,
519,4-methyl-7-propan-2-ylazulene-1-carbaldehyde,CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C=O,VAMFCHMEVQNLHP-UHFFFAOYSA-N,aromatic_carbo,,Cc1ccc(C(C)C)cc2c(C=O)ccc1-2,c1ccc2cccc-2cc1,train,
520,"4-chloro-3,5-dimethoxybenzaldehyde",COC1=CC(=CC(=C1Cl)OC)C=O,GTEZQOCVTNORJP-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)cc(OC)c1Cl,c1ccccc1,train,
521,4-prop-1-en-2-ylbenzaldehyde,CC(=C)C1=CC=C(C=C1)C=O,IRWAASJGTLXGMV-UHFFFAOYSA-N,aromatic_carbo,,C=C(C)c1ccc(C=O)cc1,c1ccccc1,train,
522,"5-chloro-2,4-dihydroxy-3-[(2E,6E)-7-[(2S,4S)-4-hydroxy-5,5-dimethyloxolan-2-yl]-3-methylocta-2,6-dienyl]-6-methylbenzaldehyde",CC1=C(C(=C(C(=C1Cl)O)C/C=C(\C)/CC/C=C(\C)/[C@@H]2C[C@@H](C(O2)(C)C)O)O)C=O,YHXSUSPTGLHIRR-UZFWGDPLSA-N,aromatic_carbo,,C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CC/C=C(\C)[C@@H]1C[C@H](O)C(C)(C)O1,C(=C\Cc1ccccc1)/CC/C=C/[C@@H]1CCCO1,test,
523,4-(3-aminopropylamino)butanal,C(CC=O)CNCCCN,JNZUMEMWAPJNLC-UHFFFAOYSA-N,aliphatic,,NCCCNCCCC=O,__no_ring__C(CC=O)CNCCCN,validation,
524,2-bromoacetaldehyde,C(C=O)Br,NMPVEAUIHMEAQP-UHFFFAOYSA-N,aliphatic,,O=CCBr,__no_ring__C(C=O)Br,train,
525,"5-chloro-2,4-dihydroxy-6-methyl-3-[(E)-3-methyl-5-[(1S,2R,6R)-1,2,6-trimethyl-3-oxocyclohexyl]pent-2-enyl]benzaldehyde",C[C@@H]1CCC(=O)[C@@H]([C@@]1(C)CC/C(=C/CC2=C(C(=C(C(=C2O)Cl)C)C=O)O)/C)C,IJEHYEVNWOYGMS-WGUBEYSISA-N,aromatic_carbo,,C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CC[C@@]1(C)[C@H](C)CCC(=O)[C@@H]1C,O=C1CCCC(CC/C=C/Cc2ccccc2)C1,train,
526,2-hydroxy-9H-carbazole-3-carbaldehyde,C1=CC=C2C(=C1)C3=C(N2)C=C(C(=C3)C=O)O,NEAHWGSQUXSRNW-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc2c(cc1O)[nH]c1ccccc12,c1ccc2c(c1)[nH]c1ccccc12,train,
527,6-methoxy-9H-carbazole-3-carbaldehyde,COC1=CC2=C(C=C1)NC3=C2C=C(C=C3)C=O,MPGLRLBJCNRDKU-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc2[nH]c3ccc(C=O)cc3c2c1,c1ccc2c(c1)[nH]c1ccccc12,train,
528,"1,6-dimethoxy-9H-carbazole-3-carbaldehyde",COC1=CC2=C(C=C1)NC3=C2C=C(C=C3OC)C=O,YUERFEQINUDZDT-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc2[nH]c3c(OC)cc(C=O)cc3c2c1,c1ccc2c(c1)[nH]c1ccccc12,train,
529,"2,7-dihydroxy-1-(3-methylbut-2-enyl)-9H-carbazole-3-carbaldehyde",CC(=CCC1=C(C(=CC2=C1NC3=C2C=CC(=C3)O)C=O)O)C,NRWURNOYKGONNZ-UHFFFAOYSA-N,aromatic_carbo,,CC(C)=CCc1c(O)c(C=O)cc2c1[nH]c1cc(O)ccc12,c1ccc2c(c1)[nH]c1ccccc12,train,
530,hex-3-enal,CCC=CCC=O,GXANMBISFKBPEX-UHFFFAOYSA-N,aliphatic,,CCC=CCC=O,__no_ring__CCC=CCC=O,test,
531,"(3S,4R)-3,4,5-trihydroxypentanal",C(C=O)[C@@H]([C@@H](CO)O)O,ASJSAQIRZKANQN-CRCLSJGQSA-N,aliphatic,,O=CC[C@H](O)[C@H](O)CO,__no_ring__C(C=O)[C@@H]([C@@H](CO)O)O,train,
